1.5, 5.5, 0.6, 2.2, 0.0 | 323.95
-2.2, 2.0, 4.4, 4.2, 0.0 | 264.6
-0.9, 5.6, 3.0, 3.0, 0.0 | 413.85
0.0, 6.0, 5.0, 4.8, 0.0 | 460.3
-1.0, 6.0, 2.0, 2.0, 0.0 | 292.05
0.6, 6.0, 4.6, 4.6, 0.0 | 423.1
-1.5, 5.9, 3.0, 3.0, 0.0 | 304.1
-0.1, 5.8, 0.6, 2.0, 0.0 | 414.3
0.9, 5.5, 0.4, 2.6, 0.0 | 490.45
2.0, 6.0, 0.6, 1.7, 0.0 | 286.15
1.7, 6.0, 0.5, 2.0, 0.0 | 311.8
0.7, 6.0, 5.5, 4.5, 0.0 | 399.4
-2.2, 3.0, 4.4, 4.2, 0.0 | 281.05
1.5, 5.5, 0.5, 1.7, 0.0 | 338.7
-0.2, 5.8, 0.5, 2.0, 0.0 | 282.55
-0.8, 5.8, 2.9, 2.9, 0.0 | 452.6
0.0, 6.0, 4.8, 4.6, 0.5 | 256.05
0.0, 6.0, 0.0, 2.5, 0.0 | 272.85
0.7, 6.0, -0.1, 2.0, 0.0 | 295.5
-2.2, 5.0, 4.4, 4.2, 0.0 | 281.9
0.4, 6.0, 0.0, 2.0, 0.0 | 472.9
-1.0, 6.0, 4.0, 3.0, 0.0 | 498.8
-1.0, 5.8, 3.0, 3.0, 0.0 | 379.7
2.5, 5.9, 2.5, 2.5, 0.0 | 351.2
-0.2, 5.6, 0.5, 2.0, 0.0 | 273.8
-0.2, 5.5, 0.5, 2.7, 0.0 | 279.5
-1.0, 6.0, 3.0, 2.0, 0.0 | 378.7
2.0, 6.0, 5.0, 4.5, 0.0 | 260.45
0.0, 6.0, 6.0, 4.6, 0.0 | 389.55
0.9, 6.0, 0.2, 1.7, 0.0 | 483.05
-0.2, 5.6, 0.6, 2.3, 0.0 | 295.45
1.2, 5.5, 0.5, 2.0, 0.0 | 459.6
-2.2, 6.0, 4.4, 4.2, 0.0 | 292.2
2.0, 5.5, 3.0, 3.0, 0.0 | 346.05
-2.2, 4.0, 4.4, 4.2, 0.0 | 285.5
1.5, 6.0, 0.5, 2.7, 0.0 | 305.75
1.0, 6.0, 0.0, 2.5, 0.0 | 255.95
-0.6, 5.8, 2.0, 2.0, 0.0 | 376.45
-0.1, 5.5, 0.5, 2.5, 0.0 | 383.5
-0.2, 5.7, 0.5, 2.6, 0.0 | 271.85
2.5, 5.9, 2.5, 2.5, 0.0 | 369.9
0.8, 6.0, 0.1, 1.7, 0.0 | 421.65
0.8, 5.1, 0.3, 2.4, 0.0 | 414.05
-0.5, 6.0, 5.2, 4.6, 0.2 | 351.3
-0.2, 6.0, 0.5, 2.5, 0.0 | 273.6
1.4, 5.6, 0.6, 2.0, 0.0 | 414.55
-0.6, 5.9, 2.5, 2.5, 0.0 | 452.2
-0.1, 5.6, 0.5, 2.2, 0.0 | 388.6
1.5, 5.8, 0.5, 2.0, 0.0 | 324.85
2.0, 5.8, 3.0, 3.0, 0.0 | 494.5
1.5, 5.8, 0.5, 2.5, 0.0 | 304.9
-1.0, 5.8, 3.0, 3.0, 0.0 | 362.8
-0.7, 5.8, 3.0, 3.0, 0.0 | 488.6
1.2, 5.6, 0.6, 2.6, 0.0 | 467.75
-0.2, 5.8, 0.5, 2.0, 0.0 | 261.65
1.0, 6.0, 5.3, 4.5, 0.0 | 380.9
1.2, 5.8, 0.5, 2.2, 0.0 | 473.1
-0.7, 6.0, 5.2, 4.5, 0.2 | 303.1
1.5, 6.0, 0.5, 2.0, 0.0 | 370.3
1.5, 5.4, 0.5, 2.0, 0.0 | 277.65
0.1, 6.0, -0.1, 1.7, 0.0 | 440.25
1.0, 6.0, 5.0, 4.5, 0.0 | 555.95
0.5, 6.0, 5.2, 4.4, 0.0 | 703.2
0.5, 6.0, 5.2, 4.5, 0.2 | 513.4
1.0, 6.0, 5.0, 4.5, 0.0 | 566.15
0.0, 6.0, 5.8, 4.6, 0.0 | 545.65
0.8, 5.0, 0.5, 2.5, 0.0 | 620.85
1.0, 5.5, 0.5, 2.0, 0.0 | 707.9
0.2, 6.0, 0.0, 2.1, 0.0 | 633.5
0.0, 5.0, 5.0, 4.5, 0.0 | 520.15
0.0, 6.0, 0.2, 1.7, 0.0 | 547.65
0.6, 6.0, 0.1, 1.7, 0.0 | 539.3
0.0, 6.0, 5.6, 4.5, 0.0 | 730.25
1.9, 5.8, 3.0, 3.0, 0.0 | 606.55
0.4, 6.0, 5.5, 4.6, 0.0 | 575.95
1.1, 6.0, 5.0, 4.6, 0.0 | 567.4
1.2, 5.8, 0.6, 2.3, 0.0 | 581.15
1.0, 5.5, 0.5, 2.5, 0.0 | 506.45
0.8, 5.8, 4.0, 3.0, 0.0 | 522.0
1.1, 6.0, 0.5, 2.5, 0.0 | 573.75
1.2, 6.0, 0.5, 2.0, 0.0 | 597.7
0.7, 6.0, 5.2, 4.5, 0.0 | 605.95
2.0, 5.8, 3.0, 3.0, 0.0 | 571.7
-0.1, 6.0, 4.9, 4.5, 0.2 | 533.85
-0.3, 5.6, 2.5, 2.5, 0.0 | 739.8
-0.4, 5.6, 3.0, 3.0, 0.0 | 739.8
1.3, 5.9, 0.6, 2.0, 0.0 | 622.55
0.9, 5.5, 0.5, 2.7, 0.0 | 604.2
-0.4, 6.0, 3.0, 3.0, 0.0 | 749.3
0.9, 5.5, 0.5, 2.5, 0.0 | 663.05
-0.5, 5.9, 3.0, 3.0, 0.0 | 616.95
0.5, 6.0, 5.3, 4.5, 0.0 | 646.2
-1.0, 6.0, 5.0, 4.6, 0.0 | 651.5
0.9, 5.4, 0.5, 2.5, 0.0 | 614.5
0.9, 5.8, 0.4, 2.1, 0.0 | 736.45
0.2, 6.0, 0.0, 1.8, 0.0 | 710.25
-0.4, 6.0, 5.2, 4.5, 0.1 | 571.8
1.0, 5.6, 0.5, 2.2, 0.0 | 661.15
1.2, 5.8, 0.7, 2.8, 0.0 | 539.15
0.4, 6.0, 5.4, 4.5, 0.0 | 676.5
1.0, 5.5, 0.5, 2.2, 0.0 | 589.05
0.0, 6.0, 0.2, 1.7, 0.0 | 536.0
-0.5, 6.0, 3.0, 3.0, 0.0 | 673.5
0.6, 6.0, 5.2, 4.5, 0.0 | 739.2
-0.4, 5.8, 2.5, 2.5, 0.0 | 593.9
1.0, 6.0, 5.0, 4.6, 0.0 | 641.95
-0.5, 5.9, 2.5, 2.5, 0.0 | 510.2
0.6, 6.0, 5.3, 4.6, 0.0 | 663.65
-0.4, 5.9, 3.0, 3.0, 0.0 | 714.7
-0.4, 5.9, 2.5, 2.5, 0.0 | 616.7
-0.6, 5.8, 3.0, 3.0, 0.0 | 575.4
-0.4, 5.7, 2.5, 3.5, 0.0 | 612.95
-0.9, 6.0, 5.0, 4.5, 0.0 | 669.4
-1.0, 5.9, 5.0, 4.5, 0.0 | 589.6
0.7, 6.0, 5.2, 4.6, 0.0 | 665.15
0.0, 5.0, 5.0, 4.6, 0.0 | 559.0
0.8, 6.0, 5.0, 4.5, 0.0 | 735.45
1.0, 6.0, 0.5, 2.7, 0.0 | 661.7
-0.6, 5.8, 3.0, 3.0, 0.0 | 566.45
1.1, 5.8, 0.6, 2.6, 0.0 | 611.9
1.0, 6.0, 0.3, 1.7, 0.0 | 571.55
-1.0, 6.0, 5.0, 4.5, 0.0 | 601.25
-0.9, 6.0, 4.8, 4.6, 0.0 | 597.9
2.0, 5.8, 2.6, 2.6, 0.0 | 701.3
-0.5, 5.9, 3.0, 3.0, 0.0 | 634.7
-0.9, 6.0, 5.2, 4.5, 0.0 | 669.05
-1.0, 6.0, 5.2, 4.6, 0.0 | 691.1
0.5, 6.0, 5.3, 4.5, 0.0 | 683.5
-0.6, 5.2, 3.0, 3.0, 0.0 | 589.3
2.0, 5.9, 3.0, 3.0, 0.0 | 597.75
0.9, 5.5, 0.5, 2.5, 0.0 | 642.35
0.6, 6.0, 5.3, 4.6, 0.0 | 633.8
-0.3, 5.8, 2.5, 2.5, 0.0 | 735.8
-1.0, 6.0, 5.0, 4.5, 0.0 | 608.0
-1.0, 5.9, 5.2, 4.6, 0.0 | 659.75
0.2, 6.0, 0.0, 1.7, 0.0 | 744.95
-0.6, 5.9, 3.0, 3.0, 0.0 | 585.9
0.2, 6.0, 0.0, 1.9, 0.0 | 697.2
-0.7, 6.0, 4.5, 4.5, 0.0 | 716.75
0.3, 6.0, 5.4, 4.5, 0.0 | 698.45
2.0, 5.8, 3.0, 3.0, 0.0 | 545.9
0.0, 6.0, 0.2, 2.5, 0.0 | 537.3
-0.8, 6.0, 4.8, 4.6, 0.0 | 717.35
1.0, 5.0, 0.5, 2.0, 0.0 | 542.7
-0.8, 6.0, 5.1, 4.5, 0.0 | 710.05
0.2, 6.0, 0.0, 1.7, 0.0 | 728.45
1.0, 5.5, 0.5, 2.0, 0.0 | 717.25
-0.9, 6.0, 5.3, 4.5, 0.0 | 684.3
-0.3, 5.8, 2.5, 2.5, 0.0 | 747.7
1.0, 5.8, 0.5, 2.5, 0.0 | 589.6
-0.7, 6.0, 4.8, 4.6, 0.0 | 747.65
1.0, 5.5, 0.5, 2.2, 0.0 | 641.05
0.0, 5.0, 5.0, 4.5, 0.0 | 516.15
0.5, 6.0, 0.1, 1.7, 0.0 | 694.6
-0.8, 6.0, 5.0, 4.5, 0.0 | 703.95
0.9, 6.0, 0.3, 1.7, 0.0 | 729.2
0.8, 6.0, 5.0, 4.5, 0.0 | 721.95
-0.3, 5.9, 2.5, 2.5, 0.0 | 729.8
-1.0, 6.0, 5.2, 4.5, 0.0 | 667.35
1.1, 5.7, 0.5, 2.0, 0.0 | 621.3
1.0, 5.0, 0.5, 1.7, 0.0 | 595.1
1.0, 5.8, 0.5, 2.5, 0.0 | 611.15
0.2, 6.0, 0.0, 2.0, 0.0 | 652.05
0.0, 6.0, 5.0, 4.5, -0.2 | 612.6
-1.0, 6.0, 4.8, 4.6, 0.0 | 563.0
1.1, 5.8, 0.5, 2.2, 0.0 | 621.7
0.0, 5.9, 2.3, 2.3, 0.0 | 1000.0
1.2, 5.9, 2.2, 2.2, 0.0 | 1000.0
0.8, 5.7, 0.5, 2.0, 0.0 | 1000.0
-0.5, 6.0, 5.4, 4.5, 0.0 | 984.2
0.5, 5.6, 0.5, 1.7, 0.0 | 1000.0
-0.4, 6.0, 5.2, 4.6, 0.0 | 1000.0
1.1, 5.5, 3.0, 3.0, 0.0 | 1000.0
0.5, 5.9, 3.0, 3.0, 0.0 | 1000.0
0.2, 5.5, 0.5, 2.2, 0.0 | 1000.0
0.6, 5.9, 3.0, 3.0, 0.0 | 1000.0
0.3, 6.0, 0.2, 1.7, 0.0 | 1000.0
-0.2, 6.0, 5.4, 4.6, 0.0 | 1000.0
0.0, 5.9, 2.8, 2.8, 0.0 | 1000.0
0.2, 6.0, 0.5, 1.7, 0.0 | 1000.0
0.1, 5.6, 3.0, 3.0, 0.0 | 1000.0
0.6, 5.8, 2.5, 2.5, 0.0 | 1000.0
1.0, 6.0, 0.6, 1.7, 0.0 | 1000.0
0.0, 5.6, 0.5, 2.3, 0.0 | 1000.0
0.8, 5.6, 0.5, 2.2, 0.0 | 1000.0
0.2, 5.2, 1.0, 2.3, 0.0 | 1000.0
0.0, 5.8, 0.5, 2.5, 0.0 | 1000.0
0.7, 5.8, 0.5, 1.7, 0.0 | 1000.0
-0.2, 6.0, 5.2, 4.6, 0.0 | 1000.0
0.2, 5.8, 0.5, 2.0, 0.0 | 1000.0
0.4, 5.5, 0.5, 2.5, 0.0 | 1000.0
1.8, 5.9, 3.0, 3.0, 0.0 | 926.55
0.8, 5.8, 0.9, 2.0, 0.0 | 1000.0
0.5, 5.9, 0.5, 2.2, 0.0 | 1000.0
-0.3, 6.0, 4.9, 4.6, 0.0 | 1000.0
0.2, 5.0, 3.0, 3.0, 0.0 | 1000.0
0.0, 5.4, 3.0, 3.0, 0.0 | 1000.0
0.6, 5.4, 0.6, 2.1, 0.0 | 1000.0
0.8, 5.7, 3.0, 3.0, 0.0 | 1000.0
0.0, 5.8, 3.0, 2.0, 0.0 | 1000.0
0.5, 5.8, 2.0, 3.5, 0.0 | 1000.0
0.5, 6.0, 5.2, 4.6, 0.0 | 845.5
0.2, 5.9, 0.5, 2.2, 0.0 | 1000.0
1.2, 6.0, 0.6, 1.7, 0.0 | 1000.0
0.5, 6.0, 5.0, 4.6, 0.0 | 1000.0
0.3, 5.2, 0.5, 2.0, 0.0 | 1000.0
-0.4, 6.0, 5.0, 4.5, 0.0 | 1000.0
0.6, 5.8, 0.5, 2.5, 0.0 | 1000.0
0.0, 5.0, 0.5, 2.0, 0.0 | 1000.0
0.6, 5.6, 0.5, 2.3, 0.0 | 1000.0
0.0, 6.0, 5.3, 4.5, 0.0 | 1000.0
0.2, 6.0, 0.6, 2.0, 0.0 | 1000.0
0.9, 5.9, 0.6, 2.2, 0.0 | 1000.0
0.0, 6.0, 5.0, 4.5, 0.0 | 1000.0
0.2, 6.0, 0.4, 1.7, 0.0 | 1000.0
0.0, 5.3, 0.6, 2.5, 0.0 | 1000.0
0.1, 5.7, 0.5, 2.6, 0.0 | 1000.0
0.0, 6.0, 0.5, 2.5, 0.0 | 1000.0
0.2, 6.0, 5.2, 4.6, 0.0 | 1000.0
-0.1, 5.9, 3.0, 3.0, 0.0 | 1000.0
0.0, 6.0, 5.2, 4.5, 0.0 | 1000.0
0.2, 5.6, 0.9, 2.9, 0.0 | 1000.0
-0.3, 6.0, 5.0, 4.6, 0.0 | 1000.0
0.7, 5.8, 0.9, 2.0, 0.0 | 1000.0
0.4, 5.8, 0.6, 2.8, 0.0 | 1000.0
0.0, 5.8, 0.5, 1.7, 0.0 | 1000.0
0.3, 5.9, 0.5, 2.6, 0.0 | 1000.0
0.6, 6.0, 0.6, 1.7, 0.0 | 1000.0
0.3, 5.6, 0.5, 2.5, 0.0 | 1000.0
0.0, 5.8, 0.7, 2.2, 0.0 | 1000.0
0.5, 5.5, 0.6, 2.7, 0.0 | 1000.0
-0.4, 6.0, 5.1, 4.5, 0.0 | 1000.0
0.2, 5.7, 0.5, 2.2, 0.0 | 1000.0
0.0, 5.0, 0.5, 2.5, 0.0 | 1000.0
0.5, 6.0, 2.8, 2.8, 0.0 | 1000.0
0.8, 5.5, 0.6, 2.2, 0.0 | 1000.0
0.1, 5.0, 0.5, 2.5, 0.0 | 1000.0
1.0, 5.9, 0.9, 2.8, 0.0 | 1000.0
0.4, 5.5, 3.0, 3.0, 0.0 | 1000.0
0.2, 6.0, 0.6, 2.5, 0.0 | 1000.0
0.6, 6.0, 0.5, 2.5, 0.0 | 1000.0
0.9, 5.4, 0.6, 2.5, 0.0 | 893.15
0.5, 6.0, 1.5, 2.0, 0.0 | 1000.0
0.0, 6.0, 5.1, 4.5, 0.0 | 1000.0
0.0, 5.5, 0.4, 2.2, 0.0 | 1000.0
0.6, 5.9, 0.7, 2.7, 0.0 | 1000.0
1.0, 6.0, 0.5, 1.7, 0.0 | 1000.0
0.2, 6.0, 0.7, 2.0, 0.0 | 1000.0
1.4, 6.0, 0.7, 1.7, 0.0 | 1000.0
-0.2, 6.0, 5.1, 4.5, 0.0 | 1000.0
0.0, 5.5, 0.8, 2.8, 0.0 | 1000.0
0.0, 5.8, 5.5, 4.7, 0.0 | 851.95
0.5, 5.8, 0.6, 2.2, 0.0 | 1000.0
0.3, 5.9, 0.9, 1.3, 0.0 | 1000.0
1.0, 5.8, 0.6, 2.3, 0.0 | 999.95
0.0, 6.0, 5.0, 4.5, 0.1 | 1000.0
0.0, 5.5, 0.5, 1.5, 0.0 | 1000.0
0.3, 6.0, 0.1, 1.7, 0.0 | 1000.0
0.8, 5.9, 3.0, 3.0, 0.0 | 1000.0
0.0, 5.9, 0.6, 2.2, 0.0 | 1000.0
-0.4, 6.0, 5.3, 4.5, 0.0 | 1000.0
0.2, 5.7, 0.5, 2.5, 0.0 | 1000.0
0.9, 6.0, 0.6, 2.5, 0.0 | 1000.0
-0.4, 6.0, 5.0, 4.6, 0.0 | 1000.0
2.0, 5.6, 2.0, 2.0, 0.0 | 986.2
0.3, 5.9, 0.9, 2.7, 0.0 | 1000.0
0.5, 5.4, 0.6, 2.6, 0.0 | 1000.0
0.1, 6.0, 5.2, 4.5, 0.0 | 1000.0
0.3, 5.3, 0.7, 2.4, 0.0 | 1000.0
0.0, 5.9, 2.6, 2.6, 0.0 | 1000.0
-0.1, 6.0, 5.0, 4.5, 0.0 | 1000.0
